granularity,period,factor,return,percentile,rank,is_best
week,2017-W17,gtja191/alpha_006,0.00864,0.8187,2,0
week,2017-W17,alpha101/alpha_027,0.00786,0.8151,3,0
week,2017-W17,alpha101/alpha_024,0.00909,0.8038,4,0
week,2017-W17,alpha101/alpha_023,0.00047,0.7759,5,0
week,2017-W17,gtja191/alpha_008,-0.01202,0.7543,6,0
week,2017-W17,alpha101/alpha_084,-0.02133,0.7118,7,0
week,2017-W17,qlib158/vma10,-0.03802,0.6634,8,0
week,2017-W17,gtja191/alpha_037,-0.03793,0.6578,9,0
week,2017-W17,alpha101/alpha_019,-0.03812,0.6482,10,0
week,2017-W17,gtja191/alpha_092,-0.04048,0.6472,11,0
week,2017-W17,alpha101/alpha_088,-0.04405,0.633,12,0
week,2017-W17,qlib158/vsumn60,-0.04883,0.6015,13,0
week,2017-W17,gtja191/alpha_048,-0.04496,0.5997,14,0
week,2017-W17,gtja191/alpha_025,-0.05362,0.5961,15,0
week,2017-W17,qlib158/vma60,-0.05061,0.595,16,0
week,2017-W17,alpha101/alpha_026,-0.0546,0.5928,17,0
week,2017-W17,alpha101/alpha_016,-0.0554,0.5873,18,0
week,2017-W17,qlib158/vsumn5,-0.05409,0.5856,19,0
week,2017-W17,alpha101/alpha_080,-0.05953,0.5614,20,0
week,2017-W17,alpha101/alpha_044,-0.06103,0.5575,21,0
week,2017-W17,qlib158/vsumn30,-0.06437,0.5488,22,0
week,2017-W17,gtja191/alpha_016,-0.06423,0.5474,23,0
week,2017-W17,alpha101/alpha_055,-0.06425,0.5458,24,0
week,2017-W17,alpha101/alpha_015,-0.06364,0.5415,25,0
week,2017-W17,alpha101/alpha_002,-0.06631,0.537,26,0
week,2017-W17,gtja191/alpha_157,-0.06831,0.5249,27,0
week,2017-W17,qlib158/cntn5,-0.07184,0.5048,28,0
week,2017-W17,qlib158/min10,-0.08044,0.4689,29,0
week,2017-W17,alpha101/alpha_069,-0.08411,0.4513,30,0
week,2017-W17,gtja191/alpha_041,-0.08483,0.4493,31,0
week,2017-W17,gtja191/alpha_001,-0.08467,0.4471,32,0
week,2017-W17,gtja191/alpha_090,-0.08526,0.4448,33,0
week,2017-W17,alpha101/alpha_067,-0.09163,0.4102,34,0
week,2017-W17,gtja191/alpha_168,-0.09603,0.3908,35,0
week,2017-W17,alpha101/alpha_004,-0.0953,0.3896,36,0
week,2017-W17,qlib158/vsumn20,-0.11114,0.337,37,0
week,2017-W17,qlib158/ma10,-0.13718,0.2067,38,0
week,2017-W18,gtja191/alpha_037,0.03967,0.897,1,1
week,2017-W18,gtja191/alpha_006,0.03343,0.8876,2,0
week,2017-W18,alpha101/alpha_027,0.01215,0.8526,3,0
week,2017-W18,gtja191/alpha_008,0.02845,0.8407,4,0
week,2017-W18,alpha101/alpha_084,0.0103,0.8318,5,0
week,2017-W18,gtja191/alpha_026,0.00699,0.7957,6,0
week,2017-W18,alpha101/alpha_004,-0.01548,0.7776,7,0
week,2017-W18,alpha101/alpha_024,0.00597,0.7775,8,0
week,2017-W18,alpha101/alpha_080,-0.01402,0.7766,9,0
week,2017-W18,gtja191/alpha_025,-0.02224,0.7572,10,0
week,2017-W18,qlib158/cntn5,-0.02085,0.7374,11,0
week,2017-W18,alpha101/alpha_067,-0.03152,0.7287,12,0
week,2017-W18,gtja191/alpha_092,-0.03314,0.7186,13,0
week,2017-W18,alpha101/alpha_023,-0.02749,0.7113,14,0
week,2017-W18,gtja191/alpha_157,-0.04331,0.6738,15,0
week,2017-W18,alpha101/alpha_088,-0.05092,0.6488,16,0
week,2017-W18,qlib158/vsumn5,-0.05706,0.6119,17,0
week,2017-W18,gtja191/alpha_090,-0.0621,0.6039,18,0
week,2017-W18,alpha101/alpha_015,-0.06633,0.5929,19,0
week,2017-W18,alpha101/alpha_069,-0.07286,0.5573,20,0
week,2017-W18,alpha101/alpha_055,-0.07359,0.5566,21,0
week,2017-W18,alpha101/alpha_044,-0.07484,0.553,22,0
week,2017-W18,alpha101/alpha_016,-0.07592,0.5389,23,0
week,2017-W18,alpha101/alpha_002,-0.07811,0.5307,24,0
week,2017-W18,gtja191/alpha_001,-0.08055,0.5251,25,0
week,2017-W18,gtja191/alpha_168,-0.08285,0.5165,26,0
week,2017-W18,alpha101/alpha_026,-0.08384,0.512,27,0
week,2017-W18,gtja191/alpha_048,-0.08426,0.5088,28,0
week,2017-W18,gtja191/alpha_041,-0.08379,0.5081,29,0
week,2017-W18,qlib158/vma60,-0.08897,0.4808,30,0
week,2017-W18,qlib158/vsumn60,-0.09626,0.4536,31,0
week,2017-W18,qlib158/vsumn30,-0.0957,0.4528,32,0
week,2017-W18,alpha101/alpha_019,-0.09938,0.4384,33,0
week,2017-W18,gtja191/alpha_016,-0.10402,0.416,34,0
week,2017-W18,qlib158/vma10,-0.10658,0.4068,35,0
week,2017-W18,qlib158/min10,-0.1121,0.3863,36,0
week,2017-W18,qlib158/vsumn20,-0.11845,0.3589,37,0
week,2017-W18,qlib158/ma10,-0.14266,0.2575,38,0
week,2017-W19,gtja191/alpha_037,0.10928,0.8892,1,1
week,2017-W19,alpha101/alpha_024,0.06605,0.8199,2,0
week,2017-W19,alpha101/alpha_084,0.06118,0.8038,3,0
week,2017-W19,gtja191/alpha_006,0.05238,0.8018,4,0
week,2017-W19,gtja191/alpha_026,0.0574,0.7937,5,0
week,2017-W19,gtja191/alpha_008,0.07129,0.7929,6,0
week,2017-W19,alpha101/alpha_027,0.04872,0.7905,7,0
week,2017-W19,gtja191/alpha_025,0.05579,0.7834,8,0
week,2017-W19,gtja191/alpha_157,0.03576,0.7392,9,0
week,2017-W19,alpha101/alpha_023,0.0464,0.7325,10,0
week,2017-W19,gtja191/alpha_092,0.04082,0.7105,11,0
week,2017-W19,alpha101/alpha_044,0.03531,0.6994,12,0
week,2017-W19,gtja191/alpha_001,0.01829,0.6617,13,0
week,2017-W19,qlib158/vsumn20,0.01916,0.661,14,0
week,2017-W19,alpha101/alpha_002,0.00759,0.6129,15,0
week,2017-W19,alpha101/alpha_080,0.00712,0.6114,16,0
week,2017-W19,qlib158/cntn5,0.00683,0.6094,17,0
week,2017-W19,alpha101/alpha_004,0.00474,0.5963,18,0
week,2017-W19,alpha101/alpha_026,0.00229,0.5929,19,0
week,2017-W19,alpha101/alpha_067,0.00102,0.575,20,0
week,2017-W19,gtja191/alpha_090,0.00017,0.5742,21,0
week,2017-W19,alpha101/alpha_016,-0.00252,0.5655,22,0
week,2017-W19,gtja191/alpha_016,-0.00228,0.5557,23,0
week,2017-W19,gtja191/alpha_048,-0.00547,0.544,24,0
week,2017-W19,alpha101/alpha_055,-0.00706,0.5385,25,0
week,2017-W19,gtja191/alpha_168,-0.01018,0.5174,26,0
week,2017-W19,qlib158/min10,-0.01282,0.5157,27,0
week,2017-W19,alpha101/alpha_015,-0.01233,0.5131,28,0
week,2017-W19,qlib158/vsumn60,-0.01555,0.5037,29,0
week,2017-W19,qlib158/vma10,-0.01442,0.4957,30,0
week,2017-W19,qlib158/vsumn5,-0.02073,0.4749,31,0
week,2017-W19,qlib158/vma60,-0.02235,0.459,32,0
week,2017-W19,alpha101/alpha_069,-0.02367,0.4563,33,0
week,2017-W19,qlib158/ma10,-0.02988,0.4248,34,0
week,2017-W19,qlib158/vsumn30,-0.03891,0.3726,35,0
week,2017-W19,gtja191/alpha_041,-0.04175,0.355,36,0
week,2017-W19,alpha101/alpha_088,-0.04407,0.3494,37,0
week,2017-W19,alpha101/alpha_019,-0.05788,0.2784,38,0
week,2017-W20,gtja191/alpha_008,0.03616,0.7488,1,1
week,2017-W20,qlib158/ma10,0.03553,0.7329,2,0
week,2017-W20,gtja191/alpha_026,0.03295,0.7137,3,0
week,2017-W20,alpha101/alpha_024,0.03279,0.7107,4,0
week,2017-W20,alpha101/alpha_027,0.02723,0.7107,5,0
week,2017-W20,gtja191/alpha_006,0.02374,0.6864,6,0
week,2017-W20,gtja191/alpha_092,0.02717,0.6862,7,0
week,2017-W20,alpha101/alpha_080,0.02173,0.6744,8,0
week,2017-W20,alpha101/alpha_055,0.01998,0.6505,9,0
week,2017-W20,alpha101/alpha_084,0.01769,0.6421,10,0
week,2017-W20,gtja191/alpha_016,0.01614,0.6365,11,0
week,2017-W20,gtja191/alpha_157,0.0153,0.6352,12,0
week,2017-W20,gtja191/alpha_025,0.01679,0.6339,13,0
week,2017-W20,alpha101/alpha_067,0.01496,0.6204,14,0
week,2017-W20,alpha101/alpha_004,0.01313,0.6137,15,0
week,2017-W20,alpha101/alpha_019,0.01436,0.6004,16,0
week,2017-W20,qlib158/vsumn60,0.00474,0.5657,17,0
week,2017-W20,gtja191/alpha_001,0.00401,0.5552,18,0
week,2017-W20,qlib158/vsumn20,-0.00047,0.528,19,0
week,2017-W20,alpha101/alpha_002,-0.00311,0.5165,20,0
week,2017-W20,qlib158/cntn5,-0.00501,0.497,21,0
week,2017-W20,alpha101/alpha_026,-0.00591,0.4957,22,0
week,2017-W20,alpha101/alpha_044,-0.00889,0.4747,23,0
week,2017-W20,alpha101/alpha_016,-0.01385,0.4645,24,0
week,2017-W20,alpha101/alpha_015,-0.01221,0.4587,25,0
week,2017-W20,alpha101/alpha_069,-0.01309,0.452,26,0
week,2017-W20,gtja191/alpha_048,-0.01751,0.4245,27,0
week,2017-W20,gtja191/alpha_037,-0.0216,0.3997,28,0
week,2017-W20,gtja191/alpha_090,-0.02053,0.3997,29,0
week,2017-W20,gtja191/alpha_041,-0.02129,0.3993,30,0
week,2017-W20,gtja191/alpha_168,-0.02396,0.3993,31,0
week,2017-W20,alpha101/alpha_023,-0.03182,0.3898,32,0
week,2017-W20,qlib158/vsumn30,-0.02441,0.3778,33,0
week,2017-W20,qlib158/vsumn5,-0.03413,0.3421,34,0
week,2017-W20,alpha101/alpha_088,-0.03196,0.3384,35,0
week,2017-W20,qlib158/vma10,-0.03863,0.3335,36,0
week,2017-W20,qlib158/min10,-0.03887,0.3105,37,0
week,2017-W20,qlib158/vma60,-0.04039,0.2985,38,0
week,2017-W21,alpha101/alpha_019,0.10175,0.8416,1,1
week,2017-W21,gtja191/alpha_157,0.07648,0.73,2,0
week,2017-W21,gtja191/alpha_092,0.06788,0.7139,3,0
week,2017-W21,alpha101/alpha_055,0.061,0.6949,4,0
week,2017-W21,gtja191/alpha_025,0.06349,0.6811,5,0
week,2017-W21,alpha101/alpha_069,0.06444,0.6517,6,0
week,2017-W21,alpha101/alpha_015,0.05261,0.644,7,0
week,2017-W21,alpha101/alpha_004,0.0518,0.643,8,0
week,2017-W21,qlib158/vsumn20,0.05193,0.6291,9,0
week,2017-W21,alpha101/alpha_024,0.05372,0.6021,10,0
week,2017-W21,alpha101/alpha_044,0.04713,0.6009,11,0
week,2017-W21,gtja191/alpha_026,0.04531,0.594,12,0
week,2017-W21,gtja191/alpha_006,0.04313,0.5823,13,0
week,2017-W21,gtja191/alpha_016,0.04014,0.5615,14,0
week,2017-W21,alpha101/alpha_023,0.05375,0.5585,15,0
week,2017-W21,alpha101/alpha_026,0.0427,0.5572,16,0
week,2017-W21,alpha101/alpha_080,0.03887,0.5405,17,0
week,2017-W21,qlib158/vsumn30,0.03812,0.5249,18,0
week,2017-W21,alpha101/alpha_002,0.04048,0.5163,19,0
week,2017-W21,gtja191/alpha_001,0.03429,0.5152,20,0
week,2017-W21,gtja191/alpha_041,0.03599,0.5085,21,0
week,2017-W21,gtja191/alpha_048,0.03339,0.508,22,0
week,2017-W21,gtja191/alpha_090,0.03356,0.5074,23,0
week,2017-W21,qlib158/vsumn60,0.03084,0.4923,24,0
week,2017-W21,alpha101/alpha_027,0.03048,0.4861,25,0
week,2017-W21,gtja191/alpha_008,0.0258,0.4433,26,0
week,2017-W21,qlib158/cntn5,0.02001,0.4096,27,0
week,2017-W21,alpha101/alpha_084,0.01844,0.4016,28,0
week,2017-W21,alpha101/alpha_067,0.01813,0.3883,29,0
week,2017-W21,alpha101/alpha_016,0.01249,0.3661,30,0
week,2017-W21,alpha101/alpha_088,0.01394,0.361,31,0
week,2017-W21,qlib158/vsumn5,0.01109,0.3532,32,0
week,2017-W21,qlib158/vma60,0.00447,0.3349,33,0
week,2017-W21,qlib158/ma10,-0.00719,0.275,34,0
week,2017-W21,gtja191/alpha_037,-0.0033,0.2642,35,0
week,2017-W21,qlib158/min10,-0.02527,0.2432,36,0
week,2017-W21,gtja191/alpha_168,-0.0273,0.1941,37,0
week,2017-W21,qlib158/vma10,-0.03141,0.1837,38,0
week,2017-W22,alpha101/alpha_024,0.1362,0.8585,1,1
week,2017-W22,gtja191/alpha_026,0.11718,0.8274,2,0
week,2017-W22,alpha101/alpha_019,0.12129,0.827,3,0
week,2017-W22,gtja191/alpha_025,0.10789,0.7995,4,0
week,2017-W22,gtja191/alpha_037,0.0984,0.7638,5,0
week,2017-W22,alpha101/alpha_002,0.09105,0.7377,6,0
week,2017-W22,alpha101/alpha_004,0.09286,0.7333,7,0
week,2017-W22,alpha101/alpha_067,0.08666,0.7092,8,0
week,2017-W22,gtja191/alpha_157,0.08524,0.7088,9,0
week,2017-W22,qlib158/vsumn20,0.08446,0.6941,10,0
week,2017-W22,alpha101/alpha_044,0.08253,0.6906,11,0
week,2017-W22,gtja191/alpha_008,0.08539,0.6883,12,0
week,2017-W22,gtja191/alpha_001,0.07481,0.6338,13,0
week,2017-W22,gtja191/alpha_016,0.07171,0.6309,14,0
week,2017-W22,alpha101/alpha_055,0.06888,0.6223,15,0
week,2017-W22,gtja191/alpha_092,0.06765,0.6105,16,0
week,2017-W22,alpha101/alpha_084,0.06546,0.6063,17,0
week,2017-W22,gtja191/alpha_090,0.06577,0.6029,18,0
week,2017-W22,alpha101/alpha_026,0.06452,0.6016,19,0
week,2017-W22,qlib158/cntn5,0.06541,0.6011,20,0
week,2017-W22,qlib158/ma10,0.06574,0.5934,21,0
week,2017-W22,gtja191/alpha_041,0.0665,0.5932,22,0
week,2017-W22,alpha101/alpha_080,0.06053,0.5747,23,0
week,2017-W22,qlib158/vsumn60,0.0596,0.571,24,0
week,2017-W22,alpha101/alpha_069,0.06029,0.5573,25,0
week,2017-W22,alpha101/alpha_015,0.05867,0.5539,26,0
week,2017-W22,gtja191/alpha_006,0.05137,0.5097,27,0
week,2017-W22,alpha101/alpha_016,0.04608,0.4726,28,0
week,2017-W22,qlib158/min10,0.04532,0.4707,29,0
week,2017-W22,qlib158/vsumn5,0.04379,0.4574,30,0
week,2017-W22,qlib158/vsumn30,0.04079,0.441,31,0
week,2017-W22,gtja191/alpha_168,0.03502,0.3996,32,0
week,2017-W22,gtja191/alpha_048,0.02767,0.3708,33,0
week,2017-W22,qlib158/vma60,0.02727,0.3546,34,0
week,2017-W22,qlib158/vma10,0.02686,0.3467,35,0
week,2017-W22,alpha101/alpha_023,0.02014,0.3364,36,0
week,2017-W22,alpha101/alpha_027,0.01705,0.297,37,0
week,2017-W22,alpha101/alpha_088,-0.00041,0.1949,38,0
week,2017-W23,alpha101/alpha_019,0.09958,0.7701,1,1
week,2017-W23,gtja191/alpha_001,0.08967,0.7643,2,0
week,2017-W23,alpha101/alpha_002,0.07313,0.7003,3,0
week,2017-W23,qlib158/vsumn60,0.07368,0.6967,4,0
week,2017-W23,gtja191/alpha_157,0.06918,0.6634,5,0
week,2017-W23,alpha101/alpha_026,0.06313,0.6552,6,0
week,2017-W23,alpha101/alpha_044,0.06135,0.6463,7,0
week,2017-W23,alpha101/alpha_027,0.05283,0.6147,8,0
week,2017-W23,alpha101/alpha_004,0.05031,0.5978,9,0
week,2017-W23,alpha101/alpha_055,0.05078,0.5958,10,0
week,2017-W23,alpha101/alpha_015,0.0504,0.5937,11,0
week,2017-W23,gtja191/alpha_168,0.05342,0.5928,12,0
week,2017-W23,qlib158/vsumn30,0.0516,0.585,13,0
week,2017-W23,qlib158/vma60,0.04714,0.5764,14,0
week,2017-W23,qlib158/vsumn20,0.0463,0.5566,15,0
week,2017-W23,gtja191/alpha_025,0.05084,0.5528,16,0
week,2017-W23,gtja191/alpha_041,0.04599,0.5428,17,0
week,2017-W23,gtja191/alpha_008,0.04032,0.5315,18,0
week,2017-W23,gtja191/alpha_090,0.04265,0.5289,19,0
week,2017-W23,alpha101/alpha_069,0.03962,0.5188,20,0
week,2017-W23,gtja191/alpha_016,0.0376,0.5041,21,0
week,2017-W23,qlib158/ma10,0.03747,0.4946,22,0
week,2017-W23,alpha101/alpha_080,0.03677,0.4923,23,0
week,2017-W23,qlib158/vsumn5,0.0341,0.4655,24,0
week,2017-W23,alpha101/alpha_024,0.0362,0.4602,25,0
week,2017-W23,gtja191/alpha_092,0.03123,0.4584,26,0
week,2017-W23,qlib158/cntn5,0.02945,0.4515,27,0
week,2017-W23,alpha101/alpha_067,0.02893,0.441,28,0
week,2017-W23,gtja191/alpha_026,0.03049,0.441,29,0
week,2017-W23,gtja191/alpha_037,0.02594,0.4379,30,0
week,2017-W23,gtja191/alpha_006,0.02582,0.43,31,0
week,2017-W23,qlib158/vma10,0.01898,0.3784,32,0
week,2017-W23,alpha101/alpha_016,0.01522,0.3778,33,0
week,2017-W23,alpha101/alpha_088,0.00356,0.3303,34,0
week,2017-W23,qlib158/min10,-0.00097,0.3235,35,0
week,2017-W23,alpha101/alpha_084,0.01029,0.3213,36,0
week,2017-W23,gtja191/alpha_048,0.00807,0.3,37,0
week,2017-W23,alpha101/alpha_023,-0.00103,0.2952,38,0
week,2017-W24,qlib158/vsumn60,0.09634,0.8456,1,1
week,2017-W24,alpha101/alpha_019,0.05988,0.7411,2,0
week,2017-W24,alpha101/alpha_055,0.06238,0.7361,3,0
week,2017-W24,alpha101/alpha_027,0.04459,0.6792,4,0
week,2017-W24,alpha101/alpha_004,0.04785,0.6748,5,0
week,2017-W24,alpha101/alpha_080,0.04465,0.6492,6,0
week,2017-W24,alpha101/alpha_024,0.04315,0.6347,7,0
week,2017-W24,alpha101/alpha_044,0.03547,0.6276,8,0
week,2017-W24,gtja191/alpha_016,0.03587,0.6235,9,0
week,2017-W24,qlib158/vsumn20,0.03494,0.6199,10,0
week,2017-W24,gtja191/alpha_090,0.03053,0.6055,11,0
week,2017-W24,gtja191/alpha_006,0.03228,0.5894,12,0
week,2017-W24,gtja191/alpha_001,0.0324,0.5876,13,0
week,2017-W24,gtja191/alpha_026,0.03122,0.5858,14,0
week,2017-W24,gtja191/alpha_092,0.03232,0.5687,15,0
week,2017-W24,alpha101/alpha_026,0.02174,0.5455,16,0
week,2017-W24,qlib158/vma60,0.01988,0.5455,17,0
week,2017-W24,gtja191/alpha_008,0.02208,0.5379,18,0
week,2017-W24,gtja191/alpha_168,0.01953,0.536,19,0
week,2017-W24,alpha101/alpha_015,0.01783,0.531,20,0
week,2017-W24,gtja191/alpha_025,0.01702,0.5117,21,0
week,2017-W24,qlib158/vsumn30,0.01592,0.5115,22,0
week,2017-W24,alpha101/alpha_002,0.01479,0.483,23,0
week,2017-W24,alpha101/alpha_023,0.00843,0.4678,24,0
week,2017-W24,alpha101/alpha_016,0.0078,0.463,25,0
week,2017-W24,qlib158/vsumn5,0.00373,0.4434,26,0
week,2017-W24,gtja191/alpha_037,0.00301,0.4404,27,0
week,2017-W24,alpha101/alpha_084,-0.00303,0.411,28,0
week,2017-W24,gtja191/alpha_048,-0.00177,0.4057,29,0
week,2017-W24,alpha101/alpha_088,-0.0027,0.4001,30,0
week,2017-W24,alpha101/alpha_067,-0.00372,0.3952,31,0
week,2017-W24,qlib158/min10,-0.00267,0.3949,32,0
week,2017-W24,gtja191/alpha_157,-0.00606,0.3919,33,0
week,2017-W24,qlib158/cntn5,-0.0081,0.3723,34,0
week,2017-W24,qlib158/vma10,-0.01403,0.3471,35,0
week,2017-W24,alpha101/alpha_069,-0.03146,0.2635,36,0
week,2017-W24,gtja191/alpha_041,-0.03771,0.2309,37,0
week,2017-W24,qlib158/ma10,-0.0538,0.2186,38,0
week,2017-W25,alpha101/alpha_027,0.05986,0.8386,1,1
week,2017-W25,alpha101/alpha_004,0.05467,0.83,2,0
week,2017-W25,alpha101/alpha_080,0.04305,0.8148,3,0
week,2017-W25,gtja191/alpha_006,0.03558,0.7876,4,0
week,2017-W25,qlib158/cntn5,-0.02024,0.6102,5,0
week,2017-W25,alpha101/alpha_044,-0.02229,0.5933,6,0
week,2017-W25,alpha101/alpha_015,-0.02593,0.5861,7,0
week,2017-W25,gtja191/alpha_037,-0.02303,0.5838,8,0
week,2017-W25,gtja191/alpha_016,-0.03038,0.5725,9,0
week,2017-W25,qlib158/vsumn60,-0.03117,0.5676,10,0
week,2017-W25,qlib158/min10,-0.03504,0.5465,11,0
week,2017-W25,alpha101/alpha_088,-0.04014,0.5274,12,0
week,2017-W25,qlib158/vsumn20,-0.0434,0.5137,13,0
week,2017-W25,gtja191/alpha_092,-0.03913,0.5041,14,0
week,2017-W25,gtja191/alpha_025,-0.05359,0.4749,15,0
week,2017-W25,alpha101/alpha_055,-0.05238,0.4724,16,0
week,2017-W25,qlib158/vsumn5,-0.04908,0.4705,17,0
week,2017-W25,alpha101/alpha_067,-0.05396,0.463,18,0
week,2017-W25,gtja191/alpha_008,-0.06614,0.4558,19,0
week,2017-W25,gtja191/alpha_001,-0.0568,0.4476,20,0
week,2017-W25,alpha101/alpha_026,-0.06334,0.4231,21,0
week,2017-W25,qlib158/vma60,-0.06223,0.4205,22,0
week,2017-W25,alpha101/alpha_019,-0.06688,0.4123,23,0
week,2017-W25,alpha101/alpha_016,-0.07497,0.39,24,0
week,2017-W25,gtja191/alpha_090,-0.07297,0.3828,25,0
week,2017-W25,qlib158/vma10,-0.076,0.3728,26,0
week,2017-W25,alpha101/alpha_002,-0.07509,0.3724,27,0
week,2017-W25,qlib158/vsumn30,-0.07434,0.3715,28,0
week,2017-W25,gtja191/alpha_157,-0.07728,0.3674,29,0
week,2017-W25,alpha101/alpha_024,-0.08152,0.3606,30,0
week,2017-W25,gtja191/alpha_048,-0.08289,0.3415,31,0
week,2017-W25,alpha101/alpha_069,-0.08578,0.3383,32,0
week,2017-W25,gtja191/alpha_168,-0.08663,0.332,33,0
week,2017-W25,alpha101/alpha_084,-0.10709,0.3319,34,0
week,2017-W25,alpha101/alpha_023,-0.0886,0.3178,35,0
week,2017-W25,gtja191/alpha_026,-0.10674,0.3062,36,0
week,2017-W25,gtja191/alpha_041,-0.11791,0.22,37,0
week,2017-W25,qlib158/ma10,-0.20205,0.0471,38,0
week,2017-W26,alpha101/alpha_080,0.07263,0.8148,1,1
week,2017-W26,alpha101/alpha_027,0.04578,0.7693,2,0
week,2017-W26,alpha101/alpha_004,0.01414,0.6936,3,0
week,2017-W26,gtja191/alpha_006,0.01025,0.6725,4,0
week,2017-W26,alpha101/alpha_055,-0.00718,0.6072,5,0
week,2017-W26,qlib158/vsumn60,-0.00589,0.6069,6,0
week,2017-W26,qlib158/vsumn5,-0.01156,0.5953,7,0
week,2017-W26,alpha101/alpha_023,-0.01521,0.5736,8,0
week,2017-W26,alpha101/alpha_044,-0.02015,0.5529,9,0
week,2017-W26,alpha101/alpha_026,-0.02344,0.5495,10,0
week,2017-W26,alpha101/alpha_088,-0.02377,0.5461,11,0
week,2017-W26,gtja191/alpha_037,-0.03183,0.5091,12,0
week,2017-W26,alpha101/alpha_024,-0.03485,0.5036,13,0
week,2017-W26,alpha101/alpha_015,-0.03327,0.4967,14,0
week,2017-W26,qlib158/vma60,-0.03489,0.4892,15,0
week,2017-W26,gtja191/alpha_090,-0.03286,0.4842,16,0
week,2017-W26,gtja191/alpha_001,-0.04225,0.4669,17,0
week,2017-W26,qlib158/vsumn30,-0.05312,0.4158,18,0
week,2017-W26,qlib158/vsumn20,-0.05304,0.4113,19,0
week,2017-W26,alpha101/alpha_019,-0.05478,0.4048,20,0
week,2017-W26,gtja191/alpha_092,-0.05757,0.3966,21,0
week,2017-W26,qlib158/min10,-0.06197,0.3657,22,0
week,2017-W26,gtja191/alpha_008,-0.0759,0.3625,23,0
week,2017-W26,alpha101/alpha_002,-0.06296,0.3595,24,0
week,2017-W26,gtja191/alpha_016,-0.07059,0.3314,25,0
week,2017-W26,alpha101/alpha_016,-0.07633,0.3257,26,0
week,2017-W26,qlib158/cntn5,-0.07091,0.3248,27,0
week,2017-W26,gtja191/alpha_025,-0.07286,0.3172,28,0
week,2017-W26,qlib158/vma10,-0.07442,0.3146,29,0
week,2017-W26,gtja191/alpha_026,-0.08411,0.3054,30,0
week,2017-W26,gtja191/alpha_168,-0.07522,0.3028,31,0
week,2017-W26,alpha101/alpha_067,-0.08417,0.2773,32,0
week,2017-W26,gtja191/alpha_048,-0.08467,0.2762,33,0
week,2017-W26,gtja191/alpha_157,-0.08932,0.2582,34,0
week,2017-W26,alpha101/alpha_084,-0.11083,0.1846,35,0
week,2017-W26,gtja191/alpha_041,-0.12469,0.1469,36,0
week,2017-W26,alpha101/alpha_069,-0.12765,0.1381,37,0
week,2017-W26,qlib158/ma10,-0.14121,0.1077,38,0
week,2017-W27,alpha101/alpha_027,0.05264,0.8094,1,1
week,2017-W27,alpha101/alpha_080,0.03077,0.7514,2,0
week,2017-W27,gtja191/alpha_006,0.01238,0.7024,3,0
week,2017-W27,alpha101/alpha_004,0.01288,0.6989,4,0
week,2017-W27,gtja191/alpha_026,0.00906,0.689,5,0
week,2017-W27,gtja191/alpha_008,0.00763,0.6869,6,0
week,2017-W27,gtja191/alpha_037,0.00792,0.6849,7,0
week,2017-W27,gtja191/alpha_025,0.00547,0.6803,8,0
week,2017-W27,alpha101/alpha_024,0.00887,0.6667,9,0
week,2017-W27,gtja191/alpha_092,-0.0032,0.6392,10,0
week,2017-W27,alpha101/alpha_084,-0.00616,0.6343,11,0
week,2017-W27,alpha101/alpha_002,-0.00719,0.6271,12,0
week,2017-W27,qlib158/cntn5,-0.01215,0.6108,13,0
week,2017-W27,alpha101/alpha_026,-0.01398,0.6091,14,0
week,2017-W27,gtja191/alpha_001,-0.01494,0.601,15,0
week,2017-W27,gtja191/alpha_016,-0.02557,0.5614,16,0
week,2017-W27,alpha101/alpha_055,-0.02689,0.5521,17,0
week,2017-W27,alpha101/alpha_015,-0.03077,0.5324,18,0
week,2017-W27,alpha101/alpha_016,-0.03164,0.5323,19,0
week,2017-W27,alpha101/alpha_044,-0.03126,0.5301,20,0
week,2017-W27,qlib158/min10,-0.02971,0.5301,21,0
week,2017-W27,alpha101/alpha_088,-0.03244,0.526,22,0
week,2017-W27,alpha101/alpha_023,-0.03519,0.5136,23,0
week,2017-W27,qlib158/vma60,-0.0358,0.5122,24,0
week,2017-W27,qlib158/vsumn5,-0.03678,0.5079,25,0
week,2017-W27,gtja191/alpha_090,-0.03691,0.5074,26,0
week,2017-W27,qlib158/vma10,-0.03762,0.5059,27,0
week,2017-W27,qlib158/vsumn30,-0.03909,0.499,28,0
week,2017-W27,alpha101/alpha_067,-0.04086,0.4905,29,0
week,2017-W27,alpha101/alpha_019,-0.03893,0.4902,30,0
week,2017-W27,qlib158/vsumn60,-0.04198,0.4845,31,0
week,2017-W27,alpha101/alpha_069,-0.04554,0.4779,32,0
week,2017-W27,qlib158/vsumn20,-0.04603,0.4667,33,0
week,2017-W27,gtja191/alpha_041,-0.05694,0.4415,34,0
week,2017-W27,gtja191/alpha_048,-0.0522,0.4415,35,0
week,2017-W27,gtja191/alpha_168,-0.05924,0.4063,36,0
week,2017-W27,gtja191/alpha_157,-0.06883,0.3882,37,0
week,2017-W27,qlib158/ma10,-0.10918,0.2113,38,0
week,2017-W28,alpha101/alpha_027,0.04538,0.7958,1,1
week,2017-W28,gtja191/alpha_037,0.02837,0.7458,2,0
week,2017-W28,alpha101/alpha_080,0.02443,0.7178,3,0
week,2017-W28,alpha101/alpha_015,0.02405,0.6934,4,0
