granularity,period,factor,return,percentile,rank,is_best
week,2018-W21,lowvol,-0.10245,0.7799,1,1
week,2018-W21,momentum,-0.25347,0.192,2,0
week,2018-W21,reversal,-0.26671,0.1526,3,0
week,2018-W22,lowvol,-0.13279,0.4798,1,1
week,2018-W22,momentum,-0.16807,0.3219,2,0
week,2018-W22,reversal,-0.19232,0.218,3,0
week,2018-W23,momentum,-0.16076,0.3557,1,1
week,2018-W23,reversal,-0.20478,0.1552,2,0
week,2018-W23,lowvol,-0.21742,0.1165,3,0
week,2018-W24,momentum,-0.10774,0.4216,1,1
week,2018-W24,reversal,-0.15206,0.2197,2,0
week,2018-W24,lowvol,-0.20555,0.0742,3,0
week,2018-W25,reversal,0.06206,0.6989,1,1
week,2018-W25,momentum,0.00521,0.4389,2,0
week,2018-W25,lowvol,-0.05734,0.185,3,0
week,2018-W26,reversal,0.07853,0.7178,1,1
week,2018-W26,lowvol,0.00208,0.2985,2,0
week,2018-W26,momentum,-0.06474,0.1784,3,0
week,2018-W27,lowvol,-0.02559,0.3445,1,1
week,2018-W27,reversal,-0.05496,0.2322,2,0
week,2018-W27,momentum,-0.2194,0.018,3,0
week,2018-W28,lowvol,-0.05218,0.4208,1,1
week,2018-W28,reversal,-0.13598,0.1669,2,0
week,2018-W28,momentum,-0.26025,0.0216,3,0
week,2018-W29,lowvol,-0.03613,0.5317,1,1
week,2018-W29,reversal,-0.17734,0.0878,2,0
week,2018-W29,momentum,-0.1953,0.0658,3,0
week,2018-W30,lowvol,-0.04084,0.7277,1,1
week,2018-W30,momentum,-0.1995,0.0903,2,0
week,2018-W30,reversal,-0.2346,0.0418,3,0
week,2018-W31,lowvol,-0.03742,0.5051,1,1
week,2018-W31,reversal,-0.11324,0.1643,2,0
week,2018-W31,momentum,-0.14807,0.0758,3,0
week,2018-W32,reversal,0.01794,0.7269,1,1
week,2018-W32,lowvol,-0.0375,0.464,2,0
week,2018-W32,momentum,-0.12336,0.097,3,0
week,2018-W33,reversal,-0.00744,0.7311,1,1
week,2018-W33,lowvol,-0.04979,0.4905,2,0
week,2018-W33,momentum,-0.10757,0.2039,3,0
week,2018-W34,reversal,0.02379,0.764,1,1
week,2018-W34,lowvol,-0.04388,0.3945,2,0
week,2018-W34,momentum,-0.09332,0.2188,3,0
week,2018-W35,momentum,-0.02576,0.5423,1,1
week,2018-W35,reversal,-0.03812,0.4566,2,0
week,2018-W35,lowvol,-0.04144,0.4427,3,0
week,2018-W36,lowvol,-0.07389,0.5551,1,1
week,2018-W36,momentum,-0.10297,0.4057,2,0
week,2018-W36,reversal,-0.11221,0.3852,3,0
week,2018-W37,lowvol,-0.05756,0.7674,1,1
week,2018-W37,momentum,-0.14728,0.3911,2,0
week,2018-W37,reversal,-0.20252,0.1832,3,0
week,2018-W38,lowvol,-0.06535,0.6925,1,1
week,2018-W38,reversal,-0.15962,0.2335,2,0
week,2018-W38,momentum,-0.17163,0.2241,3,0
week,2018-W39,lowvol,-0.06565,0.6499,1,1
week,2018-W39,momentum,-0.09685,0.4865,2,0
week,2018-W39,reversal,-0.17495,0.1282,3,0
week,2018-W41,reversal,0.01688,0.5495,1,1
week,2018-W41,momentum,-0.02073,0.4084,2,0
week,2018-W41,lowvol,-0.03389,0.36,3,0
week,2018-W42,reversal,0.21812,0.7947,1,1
week,2018-W42,momentum,0.00997,0.1178,2,0
week,2018-W42,lowvol,-0.0328,0.0463,3,0
week,2018-W43,reversal,0.19274,0.84,1,1
week,2018-W43,lowvol,-0.02197,0.0812,2,0
week,2018-W43,momentum,-0.08313,0.0232,3,0
week,2018-W44,reversal,0.09907,0.7096,1,1
week,2018-W44,lowvol,-0.01436,0.2058,2,0
week,2018-W44,momentum,-0.12718,0.0154,3,0
week,2018-W45,reversal,0.01757,0.377,1,1
week,2018-W45,lowvol,0.00807,0.3488,2,0
week,2018-W45,momentum,-0.06583,0.0915,3,0
week,2018-W46,lowvol,-0.00459,0.679,1,1
week,2018-W46,reversal,-0.08242,0.1869,2,0
week,2018-W46,momentum,-0.16383,0.0464,3,0
week,2018-W47,lowvol,-0.01404,0.7621,1,1
week,2018-W47,reversal,-0.11544,0.1583,2,0
week,2018-W47,momentum,-0.22998,0.0078,3,0
week,2018-W48,lowvol,-0.00118,0.729,1,1
week,2018-W48,reversal,-0.08812,0.1906,2,0
week,2018-W48,momentum,-0.14351,0.0819,3,0
week,2018-W49,lowvol,-0.01504,0.7351,1,1
week,2018-W49,momentum,-0.059,0.4632,2,0
week,2018-W49,reversal,-0.13084,0.1261,3,0
week,2018-W50,momentum,0.19169,0.9741,1,1
week,2018-W50,lowvol,-0.01022,0.5287,2,0
week,2018-W50,reversal,-0.10557,0.0809,3,0
week,2018-W51,momentum,0.10723,0.8873,1,1
week,2018-W51,lowvol,0.00919,0.4602,2,0
week,2018-W51,reversal,-0.02361,0.2629,3,0
week,2018-W52,momentum,0.05091,0.6895,1,1
week,2018-W52,lowvol,0.01539,0.4626,2,0
week,2018-W52,reversal,-0.01862,0.3158,3,0
week,2019-W01,lowvol,-0.01117,0.4788,1,1
week,2019-W01,reversal,-0.07307,0.1857,2,0
week,2019-W01,momentum,-0.08965,0.1386,3,0
week,2019-W02,reversal,-0.0108,0.3715,1,1
week,2019-W02,lowvol,-0.02965,0.2527,2,0
week,2019-W02,momentum,-0.10161,0.0648,3,0
week,2019-W03,reversal,0.09635,0.7189,1,1
week,2019-W03,momentum,0.0949,0.6358,2,0
week,2019-W03,lowvol,0.00578,0.1942,3,0
week,2019-W04,momentum,0.23986,0.8173,1,1
week,2019-W04,reversal,0.1993,0.7963,2,0
week,2019-W04,lowvol,0.01299,0.0602,3,0
week,2019-W05,reversal,0.41933,0.8694,1,1
week,2019-W05,momentum,0.2831,0.6449,2,0
week,2019-W05,lowvol,0.07244,0.0525,3,0
week,2019-W07,reversal,0.32676,0.8266,1,1
week,2019-W07,momentum,0.25264,0.6923,2,0
week,2019-W07,lowvol,0.08713,0.1263,3,0
week,2019-W08,reversal,0.17271,0.5556,1,1
week,2019-W08,momentum,0.15547,0.4741,2,0
week,2019-W08,lowvol,0.09269,0.184,3,0
week,2019-W09,momentum,0.12223,0.6925,1,1
week,2019-W09,reversal,0.04385,0.3711,2,0
week,2019-W09,lowvol,0.03125,0.3061,3,0
week,2019-W10,reversal,0.07348,0.4831,1,1
week,2019-W10,lowvol,0.04573,0.3499,2,0
week,2019-W10,momentum,-0.03369,0.122,3,0
week,2019-W11,lowvol,0.04909,0.4941,1,1
week,2019-W11,reversal,0.03347,0.4228,2,0
week,2019-W11,momentum,-0.10443,0.0439,3,0
week,2019-W12,lowvol,0.01619,0.4189,1,1
week,2019-W12,reversal,-0.01503,0.2803,2,0
week,2019-W12,momentum,-0.05139,0.1385,3,0
week,2019-W13,lowvol,0.01182,0.5826,1,1
week,2019-W13,reversal,0.00717,0.5543,2,0
week,2019-W13,momentum,-0.07581,0.1639,3,0
week,2019-W14,lowvol,-0.03347,0.8557,1,1
week,2019-W14,momentum,-0.14842,0.4729,2,0
week,2019-W14,reversal,-0.15926,0.4038,3,0
week,2019-W15,lowvol,-0.05764,0.8297,1,1
week,2019-W15,reversal,-0.13921,0.485,2,0
week,2019-W15,momentum,-0.1867,0.2365,3,0
week,2019-W16,lowvol,-0.06556,0.8005,1,1
week,2019-W16,reversal,-0.20383,0.1736,2,0
week,2019-W16,momentum,-0.23514,0.0963,3,0
week,2019-W17,lowvol,-0.0371,0.8301,1,1
week,2019-W17,reversal,-0.14127,0.4048,2,0
week,2019-W17,momentum,-0.20557,0.1112,3,0
week,2019-W18,lowvol,-0.00243,0.738,1,1
week,2019-W18,momentum,-0.09555,0.2539,2,0
week,2019-W18,reversal,-0.11293,0.2011,3,0
week,2019-W19,lowvol,0.01946,0.7188,1,1
week,2019-W19,momentum,-0.1448,0.0718,2,0
week,2019-W19,reversal,-0.19347,0.0374,3,0
week,2019-W20,lowvol,0.02529,0.7751,1,1
week,2019-W20,momentum,-0.08365,0.2376,2,0
week,2019-W20,reversal,-0.24135,0.0119,3,0
week,2019-W21,lowvol,0.03416,0.638,1,1
week,2019-W21,momentum,-0.08783,0.1034,2,0
week,2019-W21,reversal,-0.21067,0.0079,3,0
week,2019-W22,lowvol,0.0199,0.571,1,1
week,2019-W22,reversal,-0.10308,0.0535,2,0
week,2019-W22,momentum,-0.16653,0.0267,3,0
week,2019-W23,reversal,0.06827,0.5829,1,1
week,2019-W23,lowvol,0.0267,0.3007,2,0
week,2019-W23,momentum,-0.1373,0.0122,3,0
week,2019-W24,reversal,0.04629,0.7332,1,1
week,2019-W24,lowvol,0.00236,0.5143,2,0
week,2019-W24,momentum,-0.20018,0.0104,3,0
week,2019-W25,reversal,0.05016,0.764,1,1
week,2019-W25,lowvol,-0.00899,0.4622,2,0
week,2019-W25,momentum,-0.16898,0.0165,3,0
week,2019-W26,lowvol,-0.0091,0.6833,1,1
week,2019-W26,reversal,-0.05003,0.4311,2,0
week,2019-W26,momentum,-0.17859,0.0389,3,0
week,2019-W27,lowvol,-0.00991,0.7274,1,1
week,2019-W27,reversal,-0.06635,0.3823,2,0
week,2019-W27,momentum,-0.13232,0.0793,3,0
week,2019-W28,lowvol,-0.03758,0.6664,1,1
week,2019-W28,reversal,-0.04486,0.6178,2,0
week,2019-W28,momentum,-0.0805,0.386,3,0
week,2019-W29,momentum,-0.0275,0.7068,1,1
week,2019-W29,lowvol,-0.03578,0.6952,2,0
week,2019-W29,reversal,-0.05185,0.6072,3,0
week,2019-W30,momentum,0.15237,0.8944,1,1
week,2019-W30,reversal,0.01474,0.6105,2,0
week,2019-W30,lowvol,-0.04034,0.348,3,0
week,2019-W31,momentum,0.15507,0.9375,1,1
week,2019-W31,reversal,-0.00078,0.6006,2,0
week,2019-W31,lowvol,-0.04536,0.2968,3,0
week,2019-W32,momentum,0.17304,0.8554,1,1
week,2019-W32,reversal,0.1205,0.7295,2,0
week,2019-W32,lowvol,0.03436,0.2811,3,0
week,2019-W33,momentum,0.17498,0.778,1,1
week,2019-W33,reversal,0.14913,0.7258,2,0
week,2019-W33,lowvol,0.07573,0.3531,3,0
week,2019-W34,lowvol,0.06278,0.6183,1,1
week,2019-W34,reversal,0.03879,0.458,2,0
week,2019-W34,momentum,0.02103,0.3397,3,0
week,2019-W35,lowvol,0.07103,0.7772,1,1
week,2019-W35,reversal,0.00174,0.4399,2,0
week,2019-W35,momentum,-0.05181,0.1808,3,0
week,2019-W36,lowvol,0.02571,0.7211,1,1
week,2019-W36,momentum,-0.10189,0.0703,2,0
week,2019-W36,reversal,-0.11943,0.0627,3,0
week,2019-W37,lowvol,0.00645,0.7678,1,1
week,2019-W37,momentum,-0.12394,0.1331,2,0
week,2019-W37,reversal,-0.15921,0.052,3,0
week,2019-W38,lowvol,0.01772,0.8114,1,1
week,2019-W38,momentum,-0.13729,0.1021,2,0
week,2019-W38,reversal,-0.16267,0.0583,3,0
week,2019-W39,lowvol,0.01489,0.7145,1,1
week,2019-W39,reversal,-0.05776,0.321,2,0
week,2019-W39,momentum,-0.07738,0.2158,3,0
week,2019-W40,lowvol,0.00774,0.5733,1,1
week,2019-W40,reversal,-0.04061,0.2689,2,0
week,2019-W40,momentum,-0.05075,0.2212,3,0
week,2019-W41,lowvol,-0.00277,0.6026,1,1
week,2019-W41,reversal,-0.12428,0.125,2,0
week,2019-W41,momentum,-0.11219,0.1008,3,0
week,2019-W42,lowvol,-0.03149,0.6578,1,1
week,2019-W42,momentum,-0.06458,0.4715,2,0
week,2019-W42,reversal,-0.15633,0.07,3,0
week,2019-W43,momentum,0.03524,0.8019,1,1
week,2019-W43,lowvol,-0.02933,0.5775,2,0
week,2019-W43,reversal,-0.0461,0.4625,3,0
week,2019-W44,lowvol,-0.00915,0.7124,1,1
week,2019-W44,momentum,-0.05281,0.4652,2,0
week,2019-W44,reversal,-0.06145,0.3876,3,0
week,2019-W45,lowvol,-0.01258,0.6265,1,1
week,2019-W45,momentum,-0.04482,0.3646,2,0
week,2019-W45,reversal,-0.05421,0.3164,3,0
week,2019-W46,reversal,0.03222,0.5802,1,1
week,2019-W46,lowvol,0.02126,0.5416,2,0
week,2019-W46,momentum,0.02709,0.5325,3,0
week,2019-W47,momentum,0.12934,0.8135,1,1
week,2019-W47,reversal,0.10702,0.7474,2,0
week,2019-W47,lowvol,0.01704,0.2642,3,0
week,2019-W48,reversal,0.11191,0.7744,1,1
week,2019-W48,momentum,0.09533,0.5739,2,0
week,2019-W48,lowvol,0.0133,0.2355,3,0
week,2019-W49,reversal,0.08371,0.5958,1,1
week,2019-W49,momentum,0.08489,0.593,2,0
week,2019-W49,lowvol,0.03547,0.249,3,0
week,2019-W50,reversal,0.08358,0.557,1,1
week,2019-W50,lowvol,0.04486,0.2715,2,0
week,2019-W50,momentum,0.02006,0.1882,3,0
week,2019-W51,momentum,0.07842,0.4457,1,1
week,2019-W51,lowvol,0.01809,0.3506,2,0
week,2019-W51,reversal,-0.00704,0.2078,3,0
week,2019-W52,momentum,-0.00144,0.5832,1,1
week,2019-W52,lowvol,-0.02823,0.4914,2,0
week,2019-W52,reversal,-0.05876,0.3225,3,0
week,2020-W01,lowvol,-0.04013,0.6496,1,1
week,2020-W01,momentum,-0.06368,0.5725,2,0
week,2020-W01,reversal,-0.11473,0.3951,3,0
week,2020-W02,momentum,-0.00496,0.7095,1,1
week,2020-W02,lowvol,-0.05412,0.6011,2,0
week,2020-W02,reversal,-0.11669,0.3265,3,0
week,2020-W03,momentum,0.05204,0.7251,1,1
week,2020-W03,lowvol,-0.04214,0.4766,2,0
week,2020-W03,reversal,-0.05687,0.3807,3,0
week,2020-W04,momentum,0.06168,0.7138,1,1
week,2020-W04,reversal,-0.00319,0.5709,2,0
week,2020-W04,lowvol,-0.04581,0.4077,3,0
week,2020-W06,reversal,0.17838,0.6933,1,1
week,2020-W06,lowvol,0.01725,0.1424,2,0
week,2020-W06,momentum,-0.0717,0.0612,3,0
week,2020-W07,reversal,0.04668,0.5013,1,1
week,2020-W07,lowvol,-0.00565,0.2813,2,0
week,2020-W07,momentum,-0.02771,0.2365,3,0
week,2020-W08,lowvol,-0.06196,0.5395,1,1
week,2020-W08,reversal,-0.09839,0.3713,2,0
week,2020-W08,momentum,-0.13441,0.2683,3,0
week,2020-W09,lowvol,-0.04866,0.6225,1,1
week,2020-W09,reversal,-0.12555,0.3098,2,0
week,2020-W09,momentum,-0.18539,0.1629,3,0
week,2020-W10,lowvol,-0.05282,0.736,1,1
week,2020-W10,reversal,-0.1545,0.3034,2,0
week,2020-W10,momentum,-0.20557,0.1373,3,0
week,2020-W11,lowvol,-0.03839,0.6301,1,1
week,2020-W11,reversal,-0.06924,0.4487,2,0
week,2020-W11,momentum,-0.19496,0.063,3,0
week,2020-W12,lowvol,-0.0092,0.4276,1,1
week,2020-W12,reversal,-0.01236,0.4082,2,0
week,2020-W12,momentum,-0.18862,0.0205,3,0
week,2020-W13,reversal,0.03625,0.5993,1,1
week,2020-W13,lowvol,0.02628,0.5837,2,0
week,2020-W13,momentum,-0.0788,0.1403,3,0
week,2020-W14,lowvol,0.00887,0.5082,1,1
week,2020-W14,reversal,-0.04361,0.2815,2,0
week,2020-W14,momentum,-0.04879,0.2371,3,0
week,2020-W15,lowvol,-0.00849,0.4613,1,1
week,2020-W15,reversal,-0.05149,0.2671,2,0
week,2020-W15,momentum,-0.07433,0.2552,3,0
week,2020-W16,reversal,-0.01378,0.4217,1,1
week,2020-W16,lowvol,-0.02057,0.3889,2,0
week,2020-W16,momentum,-0.09542,0.1421,3,0
week,2020-W17,lowvol,-0.00494,0.5788,1,1
week,2020-W17,reversal,-0.06031,0.3056,2,0
week,2020-W17,momentum,-0.15864,0.0779,3,0
week,2020-W18,momentum,0.06247,0.6054,1,1
week,2020-W18,lowvol,0.01338,0.4134,2,0
week,2020-W18,reversal,-0.03447,0.2148,3,0
week,2020-W19,momentum,0.09361,0.7745,1,1
week,2020-W19,reversal,0.06602,0.6935,2,0
week,2020-W19,lowvol,0.01199,0.4523,3,0
week,2020-W20,reversal,0.08757,0.7877,1,1
week,2020-W20,momentum,0.04613,0.6473,2,0
week,2020-W20,lowvol,-0.00075,0.397,3,0
week,2020-W21,reversal,0.13716,0.8347,1,1
week,2020-W21,lowvol,-0.00157,0.2932,2,0
week,2020-W21,momentum,-0.00394,0.2914,3,0
week,2020-W22,reversal,0.15848,0.8259,1,1
week,2020-W22,momentum,0.01785,0.3304,2,0
week,2020-W22,lowvol,0.01194,0.326,3,0
week,2020-W23,lowvol,0.11722,0.7317,1,1
week,2020-W23,reversal,0.11109,0.6962,2,0
week,2020-W23,momentum,0.10351,0.6428,3,0
week,2020-W24,momentum,0.30734,0.8349,1,1
week,2020-W24,reversal,0.15076,0.5315,2,0
week,2020-W24,lowvol,0.09502,0.288,3,0
week,2020-W25,momentum,0.21309,0.8148,1,1
week,2020-W25,lowvol,0.10448,0.5097,2,0
week,2020-W25,reversal,0.07107,0.3632,3,0
week,2020-W26,momentum,0.18457,0.771,1,1
week,2020-W26,lowvol,0.08128,0.4411,2,0
week,2020-W26,reversal,0.05695,0.3205,3,0
week,2020-W27,momentum,0.14386,0.6859,1,1
week,2020-W27,lowvol,0.04654,0.3717,2,0
week,2020-W27,reversal,0.03947,0.3443,3,0
week,2020-W28,momentum,0.07293,0.6238,1,1
week,2020-W28,lowvol,0.06797,0.617,2,0
week,2020-W28,reversal,-0.02894,0.2757,3,0
week,2020-W29,lowvol,0.02911,0.6148,1,1
week,2020-W29,momentum,0.02251,0.5923,2,0
week,2020-W29,reversal,-0.02554,0.3712,3,0
week,2020-W30,reversal,0.05226,0.6158,1,1
week,2020-W30,lowvol,0.04444,0.5931,2,0
week,2020-W30,momentum,0.00726,0.423,3,0
week,2020-W31,lowvol,0.03833,0.5505,1,1
week,2020-W31,reversal,0.03821,0.5499,2,0
week,2020-W31,momentum,-0.06908,0.1669,3,0
week,2020-W32,reversal,0.01273,0.5869,1,1
week,2020-W32,lowvol,-0.01003,0.4822,2,0
week,2020-W32,momentum,-0.20812,0.0262,3,0
week,2020-W33,lowvol,-0.01088,0.5662,1,1
week,2020-W33,reversal,-0.10181,0.2142,2,0
week,2020-W33,momentum,-0.19153,0.0469,3,0
week,2020-W34,lowvol,-0.01837,0.6416,1,1
week,2020-W34,reversal,-0.03919,0.5479,2,0
week,2020-W34,momentum,-0.15692,0.1557,3,0
week,2020-W35,reversal,0.00223,0.7429,1,1
week,2020-W35,lowvol,-0.01831,0.6686,2,0
week,2020-W35,momentum,-0.02858,0.5918,3,0
week,2020-W36,lowvol,-0.02413,0.7432,1,1
week,2020-W36,reversal,-0.03346,0.6921,2,0
week,2020-W36,momentum,-0.11238,0.2344,3,0
week,2020-W37,reversal,0.11361,0.8674,1,1
week,2020-W37,lowvol,-0.01295,0.4794,2,0
week,2020-W37,momentum,-0.08169,0.2319,3,0
week,2020-W38,reversal,0.01446,0.5491,1,1
week,2020-W38,lowvol,-0.00863,0.5482,2,0
week,2020-W38,momentum,-0.09978,0.1262,3,0
week,2020-W39,momentum,0.04979,0.7599,1,1
week,2020-W39,reversal,0.03527,0.6788,2,0
week,2020-W39,lowvol,-0.01336,0.5762,3,0
week,2020-W40,momentum,0.11324,0.7955,1,1
week,2020-W40,reversal,0.1163,0.7946,2,0
week,2020-W40,lowvol,0.00554,0.5044,3,0
week,2020-W41,reversal,0.01416,0.6444,1,1
week,2020-W41,lowvol,0.00865,0.6237,2,0
week,2020-W41,momentum,-0.01784,0.5055,3,0
week,2020-W42,lowvol,0.00683,0.67,1,1
week,2020-W42,reversal,-0.00944,0.5916,2,0
week,2020-W42,momentum,-0.12539,0.1425,3,0
week,2020-W43,lowvol,0.0357,0.6912,1,1
week,2020-W43,reversal,0.01394,0.6091,2,0
week,2020-W43,momentum,-0.07763,0.2311,3,0
week,2020-W44,lowvol,0.03194,0.6044,1,1
week,2020-W44,reversal,0.02349,0.5621,2,0
week,2020-W44,momentum,-0.0235,0.3506,3,0
week,2020-W45,momentum,0.07797,0.7135,1,1
week,2020-W45,lowvol,0.04095,0.6162,2,0
week,2020-W45,reversal,-0.00431,0.3792,3,0
week,2020-W46,lowvol,0.00597,0.64,1,1
week,2020-W46,momentum,0.01723,0.6315,2,0
week,2020-W46,reversal,-0.03586,0.4012,3,0
week,2020-W47,momentum,-0.00409,0.7022,1,1
week,2020-W47,lowvol,-0.0201,0.6489,2,0
week,2020-W47,reversal,-0.03202,0.5856,3,0
week,2020-W48,momentum,0.09194,0.8618,1,1
week,2020-W48,lowvol,-0.03623,0.6308,2,0
week,2020-W48,reversal,-0.05333,0.5483,3,0
week,2020-W49,momentum,0.04438,0.8042,1,1
week,2020-W49,lowvol,-0.06978,0.5335,2,0
week,2020-W49,reversal,-0.17274,0.1244,3,0
week,2020-W50,momentum,0.11039,0.8571,1,1
week,2020-W50,lowvol,-0.06534,0.5009,2,0
week,2020-W50,reversal,-0.17664,0.1414,3,0
week,2020-W51,momentum,0.14242,0.903,1,1
week,2020-W51,lowvol,-0.04979,0.5719,2,0
week,2020-W51,reversal,-0.15524,0.2144,3,0
week,2020-W52,momentum,-0.02656,0.531,1,1
week,2020-W52,lowvol,-0.03423,0.5278,2,0
week,2020-W52,reversal,-0.07715,0.3496,3,0
week,2020-W53,lowvol,-0.03431,0.5956,1,1
week,2020-W53,reversal,-0.09622,0.3265,2,0
week,2020-W53,momentum,-0.19692,0.0692,3,0
week,2021-W01,lowvol,-0.01596,0.7349,1,1
week,2021-W01,reversal,-0.1132,0.3993,2,0
week,2021-W01,momentum,-0.22163,0.0886,3,0
week,2021-W02,lowvol,0.00326,0.65,1,1
week,2021-W02,reversal,-0.01275,0.6012,2,0
week,2021-W02,momentum,-0.13848,0.2143,3,0
week,2021-W03,reversal,0.02929,0.6994,1,1
week,2021-W03,lowvol,0.01118,0.6567,2,0
week,2021-W03,momentum,-0.17076,0.067,3,0
week,2021-W04,reversal,0.14756,0.8729,1,1
week,2021-W04,lowvol,0.02581,0.4922,2,0
week,2021-W04,momentum,-0.1128,0.0942,3,0
week,2021-W05,reversal,0.21607,0.9365,1,1
week,2021-W05,lowvol,0.04453,0.5191,2,0
week,2021-W05,momentum,-0.07074,0.2124,3,0
week,2021-W06,reversal,0.32144,0.9612,1,1
week,2021-W06,lowvol,0.08834,0.583,2,0
week,2021-W06,momentum,-0.11203,0.1518,3,0
week,2021-W07,reversal,0.07317,0.725,1,1
week,2021-W07,lowvol,0.0573,0.672,2,0
week,2021-W07,momentum,-0.15247,0.095,3,0
week,2021-W08,lowvol,0.04061,0.6836,1,1
week,2021-W08,reversal,0.03563,0.6517,2,0
week,2021-W08,momentum,-0.05181,0.3311,3,0
week,2021-W09,lowvol,0.06299,0.7962,1,1
week,2021-W09,reversal,0.00383,0.5836,2,0
week,2021-W09,momentum,-0.06646,0.2603,3,0
week,2021-W10,reversal,0.0549,0.5889,1,1
week,2021-W10,lowvol,0.03138,0.5615,2,0
week,2021-W10,momentum,0.00879,0.4581,3,0
week,2021-W11,reversal,0.08924,0.7965,1,1
week,2021-W11,lowvol,0.01318,0.5449,2,0
week,2021-W11,momentum,-0.02605,0.3706,3,0
week,2021-W12,reversal,0.0918,0.7786,1,1
week,2021-W12,lowvol,0.01953,0.5443,2,0
week,2021-W12,momentum,-0.05484,0.2239,3,0
week,2021-W13,lowvol,0.00584,0.5589,1,1
week,2021-W13,reversal,0.0012,0.523,2,0
week,2021-W13,momentum,-0.13284,0.1313,3,0
week,2021-W14,lowvol,0.01151,0.6392,1,1
week,2021-W14,reversal,-0.02714,0.4798,2,0
week,2021-W14,momentum,-0.03231,0.4699,3,0
week,2021-W15,lowvol,0.03015,0.6215,1,1
week,2021-W15,reversal,0.01806,0.5748,2,0
week,2021-W15,momentum,0.01122,0.5088,3,0
week,2021-W16,lowvol,0.03591,0.6791,1,1
week,2021-W16,momentum,0.08998,0.6786,2,0
week,2021-W16,reversal,-0.01923,0.4689,3,0
week,2021-W17,momentum,0.33243,0.9589,1,1
week,2021-W17,reversal,0.08595,0.7031,2,0
week,2021-W17,lowvol,0.02803,0.4866,3,0
week,2021-W18,reversal,0.24103,0.9231,1,1
week,2021-W18,momentum,0.03683,0.4641,2,0
week,2021-W18,lowvol,0.01579,0.3688,3,0
week,2021-W19,reversal,0.06478,0.598,1,1
week,2021-W19,lowvol,0.00509,0.3391,2,0
week,2021-W19,momentum,-0.02372,0.2364,3,0
week,2021-W20,reversal,0.13354,0.8205,1,1
week,2021-W20,lowvol,0.0037,0.4445,2,0
week,2021-W20,momentum,-0.04863,0.2368,3,0
week,2021-W21,reversal,0.13628,0.8246,1,1
week,2021-W21,lowvol,-0.00548,0.3926,2,0
week,2021-W21,momentum,-0.04121,0.2442,3,0
week,2021-W22,momentum,0.0374,0.6615,1,1
week,2021-W22,reversal,0.0242,0.6209,2,0
week,2021-W22,lowvol,-0.01411,0.4734,3,0
week,2021-W23,momentum,0.06783,0.7327,1,1
week,2021-W23,lowvol,-0.021,0.4309,2,0
week,2021-W23,reversal,-0.03191,0.3728,3,0
week,2021-W24,momentum,0.05532,0.6594,1,1
week,2021-W24,reversal,0.03604,0.5835,2,0
week,2021-W24,lowvol,0.00104,0.4491,3,0
week,2021-W25,momentum,0.02046,0.5827,1,1
week,2021-W25,lowvol,-0.01663,0.4729,2,0
week,2021-W25,reversal,-0.03328,0.3892,3,0
week,2021-W26,lowvol,-0.04624,0.4696,1,1
week,2021-W26,momentum,-0.07053,0.3791,2,0
week,2021-W26,reversal,-0.10476,0.2437,3,0
week,2021-W27,lowvol,-0.04093,0.4022,1,1
week,2021-W27,reversal,-0.04431,0.3909,2,0
week,2021-W27,momentum,-0.07734,0.2674,3,0
week,2021-W28,momentum,0.14538,0.832,1,1
week,2021-W28,lowvol,-0.0293,0.394,2,0
week,2021-W28,reversal,-0.06021,0.2787,3,0
week,2021-W29,momentum,0.20205,0.9139,1,1
week,2021-W29,lowvol,-0.01399,0.4603,2,0
week,2021-W29,reversal,-0.02277,0.4112,3,0
week,2021-W30,momentum,0.0696,0.5282,1,1
week,2021-W30,lowvol,0.02314,0.3765,2,0
week,2021-W30,reversal,0.00441,0.3065,3,0
week,2021-W31,lowvol,0.0409,0.5444,1,1
week,2021-W31,reversal,0.02295,0.4746,2,0
week,2021-W31,momentum,-0.00502,0.4008,3,0
week,2021-W32,lowvol,0.04898,0.5477,1,1
week,2021-W32,reversal,-0.00977,0.3489,2,0
week,2021-W32,momentum,-0.07711,0.1903,3,0
week,2021-W33,lowvol,0.05542,0.5724,1,1
week,2021-W33,reversal,-0.00622,0.3741,2,0
week,2021-W33,momentum,-0.087,0.1723,3,0
week,2021-W34,lowvol,0.079,0.7686,1,1
week,2021-W34,reversal,-0.01195,0.4911,2,0
week,2021-W34,momentum,-0.1068,0.2234,3,0
week,2021-W35,lowvol,0.03575,0.747,1,1
week,2021-W35,reversal,-0.00087,0.6261,2,0
week,2021-W35,momentum,-0.2338,0.0314,3,0
week,2021-W36,lowvol,-0.00624,0.7416,1,1
week,2021-W36,reversal,-0.00918,0.7307,2,0
week,2021-W36,momentum,-0.15166,0.146,3,0
week,2021-W37,reversal,0.00077,0.7203,1,1
week,2021-W37,lowvol,-0.03126,0.6427,2,0
week,2021-W37,momentum,-0.03921,0.5929,3,0
week,2021-W38,reversal,0.02996,0.8357,1,1
week,2021-W38,momentum,0.00979,0.7891,2,0
week,2021-W38,lowvol,-0.04935,0.6447,3,0
week,2021-W39,momentum,0.24241,0.9463,1,1
week,2021-W39,reversal,0.06043,0.7649,2,0
week,2021-W39,lowvol,4e-05,0.6229,3,0
week,2021-W40,momentum,0.37185,0.9797,1,1
week,2021-W40,lowvol,-0.01568,0.5955,2,0
