granularity,period,factor,return,percentile,rank,is_best
week,2026-W26,momentum,-0.36419,0.0887,4,0
month,2024-01,lowvol,0.01862,0.8178,1,1
month,2024-01,rz_buy,-0.08378,0.611,2,0
month,2024-01,reversal,-0.11269,0.5429,3,0
month,2024-01,momentum,-0.23618,0.1903,4,0
month,2024-02,reversal,0.30028,0.8663,1,1
month,2024-02,rz_buy,0.10505,0.4557,2,0
month,2024-02,momentum,0.0265,0.2244,3,0
month,2024-02,lowvol,0.01146,0.1991,4,0
month,2024-03,reversal,0.01211,0.6401,1,1
month,2024-03,lowvol,0.00901,0.6127,2,0
month,2024-03,rz_buy,-0.00853,0.5813,3,0
month,2024-03,momentum,-0.12596,0.2171,4,0
month,2024-04,lowvol,0.03906,0.5774,1,1
month,2024-04,momentum,0.05198,0.5719,2,0
month,2024-04,reversal,0.05425,0.5677,3,0
month,2024-04,rz_buy,0.02646,0.5088,4,0
month,2024-05,lowvol,-0.00682,0.8141,1,1
month,2024-05,rz_buy,-0.1137,0.3388,2,0
month,2024-05,reversal,-0.13987,0.2862,3,0
month,2024-05,momentum,-0.16838,0.1432,4,0
month,2024-06,reversal,0.05415,0.8386,1,1
month,2024-06,lowvol,0.00533,0.7947,2,0
month,2024-06,rz_buy,-0.03823,0.5901,3,0
month,2024-06,momentum,-0.14434,0.1695,4,0
month,2024-07,rz_buy,0.02512,0.7033,1,1
month,2024-07,lowvol,0.0234,0.6785,2,0
month,2024-07,reversal,0.04244,0.6425,3,0
month,2024-07,momentum,-0.06503,0.3301,4,0
month,2024-08,rz_buy,0.06076,0.7246,1,1
month,2024-08,reversal,0.02973,0.552,2,0
month,2024-08,lowvol,0.02342,0.5459,3,0
month,2024-08,momentum,-0.04987,0.282,4,0
month,2024-09,reversal,0.3316,0.7678,1,1
month,2024-09,rz_buy,0.25971,0.6104,2,0
month,2024-09,momentum,0.33981,0.5525,3,0
month,2024-09,lowvol,0.11938,0.214,4,0
month,2024-10,reversal,0.14989,0.716,1,1
month,2024-10,rz_buy,0.13851,0.6782,2,0
month,2024-10,lowvol,0.07064,0.5519,3,0
month,2024-10,momentum,0.05416,0.4413,4,0
month,2024-11,lowvol,0.034,0.592,1,1
month,2024-11,rz_buy,0.01354,0.4875,2,0
month,2024-11,reversal,-0.01711,0.3486,3,0
month,2024-11,momentum,-0.13307,0.0984,4,0
month,2024-12,lowvol,-0.02311,0.7329,1,1
month,2024-12,rz_buy,-0.07556,0.5455,2,0
month,2024-12,reversal,-0.11152,0.3843,3,0
month,2024-12,momentum,-0.14423,0.3386,4,0
month,2025-01,reversal,0.14477,0.7316,1,1
month,2025-01,momentum,0.07176,0.4856,2,0
month,2025-01,rz_buy,0.05659,0.4434,3,0
month,2025-01,lowvol,0.00678,0.2198,4,0
month,2025-02,rz_buy,0.03453,0.5319,1,1
month,2025-02,reversal,0.02541,0.4861,2,0
month,2025-02,lowvol,0.01175,0.423,3,0
month,2025-02,momentum,-0.06693,0.2159,4,0
month,2025-03,lowvol,-0.00258,0.7695,1,1
month,2025-03,rz_buy,-0.04706,0.614,2,0
month,2025-03,reversal,-0.12074,0.3465,3,0
month,2025-03,momentum,-0.18692,0.1288,4,0
month,2025-04,reversal,0.11095,0.689,1,1
month,2025-04,momentum,0.05542,0.572,2,0
month,2025-04,rz_buy,0.05357,0.5011,3,0
month,2025-04,lowvol,0.0128,0.329,4,0
month,2025-05,reversal,0.05324,0.6272,1,1
month,2025-05,lowvol,0.01039,0.4782,2,0
month,2025-05,rz_buy,-0.00839,0.3567,3,0
month,2025-05,momentum,-0.03384,0.319,4,0
month,2025-06,rz_buy,0.05866,0.5592,1,1
month,2025-06,lowvol,0.03391,0.4151,2,0
month,2025-06,reversal,0.02167,0.3375,3,0
month,2025-06,momentum,-0.01676,0.1902,4,0
month,2025-07,momentum,0.18886,0.6664,1,1
month,2025-07,rz_buy,0.11896,0.5849,2,0
month,2025-07,reversal,0.05517,0.5023,3,0
month,2025-07,lowvol,0.01759,0.3254,4,0
month,2025-08,rz_buy,0.0554,0.6937,1,1
month,2025-08,reversal,0.00766,0.538,2,0
month,2025-08,lowvol,-0.00407,0.5036,3,0
month,2025-08,momentum,-0.00374,0.4752,4,0
month,2025-09,reversal,0.02745,0.6224,1,1
month,2025-09,momentum,0.02545,0.6078,2,0
month,2025-09,lowvol,0.0151,0.5984,3,0
month,2025-09,rz_buy,0.01493,0.5865,4,0
month,2025-10,momentum,0.08936,0.7043,1,1
month,2025-10,rz_buy,0.04436,0.6881,2,0
month,2025-10,reversal,0.0095,0.5339,3,0
month,2025-10,lowvol,0.00595,0.5296,4,0
month,2025-11,momentum,0.01982,0.6179,1,1
month,2025-11,rz_buy,-0.01272,0.5688,2,0
month,2025-11,lowvol,-0.02527,0.5151,3,0
month,2025-11,reversal,-0.0234,0.5122,4,0
month,2025-12,momentum,0.19322,0.7689,1,1
month,2025-12,reversal,0.0826,0.5921,2,0
month,2025-12,rz_buy,0.04075,0.4418,3,0
month,2025-12,lowvol,0.01074,0.2946,4,0
month,2026-01,lowvol,0.02168,0.6162,1,1
month,2026-01,rz_buy,0.01932,0.5839,2,0
month,2026-01,reversal,-0.00076,0.5136,3,0
month,2026-01,momentum,-0.02847,0.4013,4,0
month,2026-02,lowvol,0.01197,0.7368,1,1
month,2026-02,rz_buy,-0.03082,0.5932,2,0
month,2026-02,reversal,-0.0656,0.4436,3,0
month,2026-02,momentum,-0.09373,0.3244,4,0
month,2026-03,reversal,0.03455,0.7157,1,1
month,2026-03,rz_buy,0.00872,0.641,2,0
month,2026-03,lowvol,-0.01246,0.5555,3,0
month,2026-03,momentum,-0.00299,0.5372,4,0
month,2026-04,momentum,0.19652,0.8337,1,1
month,2026-04,reversal,0.04183,0.556,2,0
month,2026-04,lowvol,-0.00833,0.447,3,0
month,2026-04,rz_buy,-0.01009,0.4372,4,0
month,2026-05,momentum,0.09623,0.8527,1,1
month,2026-05,lowvol,-0.03187,0.7326,2,0
month,2026-05,rz_buy,-0.08947,0.5673,3,0
month,2026-05,reversal,-0.10036,0.5023,4,0
month,2026-06,lowvol,-0.00754,0.7162,1,1
month,2026-06,rz_buy,-0.04522,0.6044,2,0
month,2026-06,reversal,-0.06108,0.5604,3,0
month,2026-06,momentum,-0.12834,0.4139,4,0
quarter,2024-Q1,reversal,0.0393,0.6618,1,1
quarter,2024-Q1,lowvol,0.01329,0.5835,2,0
quarter,2024-Q1,rz_buy,-0.0077,0.5601,3,0
quarter,2024-Q1,momentum,-0.12834,0.2088,4,0
quarter,2024-Q2,lowvol,0.01265,0.7276,1,1
quarter,2024-Q2,reversal,-0.01159,0.5595,2,0
quarter,2024-Q2,rz_buy,-0.04189,0.4774,3,0
quarter,2024-Q2,momentum,-0.08594,0.297,4,0
quarter,2024-Q3,rz_buy,0.10701,0.683,1,1
quarter,2024-Q3,reversal,0.12391,0.6486,2,0
quarter,2024-Q3,lowvol,0.0519,0.495,3,0
quarter,2024-Q3,momentum,0.06037,0.3796,4,0
quarter,2024-Q4,lowvol,0.02421,0.631,1,1
quarter,2024-Q4,rz_buy,0.01828,0.5647,2,0
quarter,2024-Q4,reversal,-0.00188,0.4699,3,0
quarter,2024-Q4,momentum,-0.08185,0.2862,4,0
quarter,2025-Q1,rz_buy,0.01144,0.5342,1,1
quarter,2025-Q1,reversal,0.00926,0.5122,2,0
quarter,2025-Q1,lowvol,0.0049,0.4865,3,0
quarter,2025-Q1,momentum,-0.06734,0.2689,4,0
quarter,2025-Q2,reversal,0.06292,0.5523,1,1
quarter,2025-Q2,rz_buy,0.03564,0.4748,2,0
quarter,2025-Q2,lowvol,0.01907,0.4049,3,0
quarter,2025-Q2,momentum,0.0031,0.3646,4,0
quarter,2025-Q3,rz_buy,0.06406,0.62,1,1
quarter,2025-Q3,momentum,0.07311,0.586,2,0
quarter,2025-Q3,reversal,0.03081,0.5537,3,0
quarter,2025-Q3,lowvol,0.00987,0.4731,4,0
quarter,2025-Q4,momentum,0.10599,0.7003,1,1
quarter,2025-Q4,rz_buy,0.02395,0.5539,2,0
quarter,2025-Q4,reversal,0.02656,0.549,3,0
quarter,2025-Q4,lowvol,-0.00262,0.4347,4,0
quarter,2026-Q1,lowvol,0.00584,0.6225,1,1
quarter,2026-Q1,rz_buy,0.00262,0.6087,2,0
quarter,2026-Q1,reversal,-0.0031,0.5755,3,0
quarter,2026-Q1,momentum,-0.03477,0.4355,4,0
quarter,2026-Q2,momentum,0.06566,0.7124,1,1
quarter,2026-Q2,lowvol,-0.01566,0.6205,2,0
quarter,2026-Q2,reversal,-0.03512,0.5401,3,0
quarter,2026-Q2,rz_buy,-0.04627,0.5298,4,0
half,2024-H1,lowvol,0.01297,0.6562,1,1
half,2024-H1,reversal,0.01364,0.6102,2,0
half,2024-H1,rz_buy,-0.02494,0.5184,3,0
half,2024-H1,momentum,-0.10696,0.2533,4,0
half,2024-H2,rz_buy,0.06371,0.6253,1,1
half,2024-H2,lowvol,0.03839,0.5614,2,0
half,2024-H2,reversal,0.06253,0.5614,3,0
half,2024-H2,momentum,-0.00903,0.334,4,0
half,2025-H1,reversal,0.03677,0.5327,1,1
half,2025-H1,rz_buy,0.02385,0.5037,2,0
half,2025-H1,lowvol,0.01217,0.4447,3,0
half,2025-H1,momentum,-0.03122,0.318,4,0
half,2025-H2,momentum,0.08877,0.6404,1,1
half,2025-H2,rz_buy,0.04496,0.5886,2,0
half,2025-H2,reversal,0.02879,0.5514,3,0
half,2025-H2,lowvol,0.00392,0.4548,4,0
half,2026-H1,lowvol,-0.00491,0.6215,1,1
half,2026-H1,momentum,0.01544,0.5739,2,0
half,2026-H1,rz_buy,-0.02182,0.5692,3,0
half,2026-H1,reversal,-0.01911,0.5578,4,0
year,2024,lowvol,0.0261,0.6072,1,1
year,2024,reversal,0.03889,0.585,2,0
year,2024,rz_buy,0.02085,0.5736,3,0
year,2024,momentum,-0.05638,0.295,4,0
year,2025,rz_buy,0.0348,0.5477,1,1
year,2025,reversal,0.03263,0.5424,2,0
year,2025,momentum,0.031,0.4852,3,0
year,2025,lowvol,0.00789,0.4499,4,0
year,2026,lowvol,-0.00491,0.6215,1,1
year,2026,momentum,0.01544,0.5739,2,0
year,2026,rz_buy,-0.02182,0.5692,3,0
year,2026,reversal,-0.01911,0.5578,4,0
